frame_id,predicted_action
196,Unknown
197,Unknown
198,Unknown
199,Unknown
200,Unknown
201,Unknown
202,Unknown
203,Unknown
204,Unknown
205,Unknown
206,Unknown
207,Sitting quietly
208,Unknown
209,Unknown
210,Unknown
211,Unknown
212,Unknown
213,Unknown
214,Unknown
215,Unknown
216,Unknown
217,Unknown
218,Unknown
219,Unknown
220,Unknown
221,Unknown
222,Unknown
223,Unknown
224,Unknown
225,Unknown
226,Unknown
227,Unknown
228,Unknown
229,Unknown
230,Unknown
231,Unknown
232,Unknown
233,Unknown
234,Sitting quietly
235,Unknown
236,Unknown
237,Unknown
238,Unknown
239,Unknown
240,Unknown
241,Unknown
242,Unknown
243,Unknown
244,Unknown
245,Unknown
246,Unknown
247,Unknown
248,Unknown
249,Unknown
250,Unknown
251,Unknown
252,Unknown
253,Unknown
254,Unknown
255,Unknown
256,Unknown
257,Unknown
258,Unknown
259,Unknown
260,Unknown
261,Sitting quietly
262,Unknown
263,Unknown
264,Unknown
265,Unknown
266,Unknown
267,Unknown
268,Unknown
269,Unknown
270,Unknown
271,Unknown
272,Unknown
273,Unknown
274,Unknown
275,Unknown
276,Unknown
277,Unknown
278,Unknown
279,Unknown
280,Unknown
281,Unknown
282,Unknown
283,Unknown
284,Unknown
285,Unknown
286,Unknown
287,Unknown
288,Sitting quietly
289,Unknown
290,Unknown
291,Unknown
292,Unknown
293,Unknown
294,Unknown
295,Unknown
296,Unknown
297,Unknown
298,Unknown
299,Unknown
300,Unknown
301,Unknown
302,Unknown
303,Unknown
304,Unknown
305,Unknown
306,Unknown
307,Unknown
308,Unknown
309,Unknown
310,Unknown
311,Unknown
312,Unknown
313,Unknown
314,Unknown
315,Sitting quietly
316,Unknown
317,Unknown
318,Unknown
319,Unknown
320,Unknown
321,Unknown
322,Unknown
323,Unknown
324,Unknown
325,Unknown
326,Unknown
327,Unknown
328,Unknown
329,Unknown
330,Unknown
331,Unknown
332,Unknown
333,Unknown
334,Unknown
335,Unknown
336,Unknown
337,Unknown
338,Unknown
339,Unknown
340,Unknown
341,Unknown
342,Sitting quietly
343,Unknown
344,Unknown
345,Unknown
346,Unknown
347,Unknown
348,Unknown
349,Unknown
350,Unknown
351,Unknown
352,Unknown
353,Unknown
354,Unknown
355,Unknown
356,Unknown
357,Unknown
358,Unknown
359,Unknown
360,Unknown
361,Unknown
362,Unknown
363,Unknown
364,Unknown
365,Unknown
366,Unknown
367,Unknown
368,Unknown
369,Sitting quietly
370,Unknown
371,Unknown
372,Unknown
373,Unknown
374,Unknown
375,Unknown
376,Unknown
377,Unknown
378,Unknown
379,Unknown
380,Unknown
381,Unknown
382,Unknown
383,Unknown
384,Unknown
385,Unknown
386,Unknown
387,Unknown
388,Unknown
389,Unknown
390,Unknown
391,Unknown
392,Unknown
393,Unknown
394,Unknown
395,Unknown
396,Sitting quietly
397,Unknown
398,Unknown
399,Unknown
400,Unknown
401,Unknown
402,Unknown
403,Unknown
404,Unknown
405,Unknown
406,Unknown
407,Unknown
408,Unknown
409,Unknown
410,Unknown
411,Unknown
412,Unknown
413,Unknown
414,Unknown
415,Unknown
416,Unknown
417,Unknown
418,Unknown
419,Unknown
420,Unknown
421,Unknown
422,Unknown
423,Sitting quietly
424,Unknown
425,Unknown
426,Unknown
427,Unknown
428,Unknown
429,Unknown
430,Unknown
431,Unknown
432,Unknown
433,Unknown
434,Unknown
435,Unknown
436,Unknown
437,Unknown
438,Unknown
439,Unknown
440,Unknown
441,Unknown
442,Unknown
443,Unknown
444,Unknown
445,Unknown
446,Unknown
447,Unknown
448,Unknown
449,Unknown
450,Using phone
451,Unknown
452,Unknown
453,Unknown
454,Unknown
455,Unknown
456,Unknown
457,Unknown
458,Unknown
459,Unknown
460,Unknown
461,Unknown
462,Unknown
463,Unknown
464,Unknown
465,Unknown
466,Unknown
467,Unknown
468,Unknown
469,Unknown
470,Unknown
471,Unknown
472,Unknown
473,Unknown
474,Unknown
475,Unknown
476,Unknown
477,Sitting quietly
478,Unknown
479,Unknown
480,Unknown
481,Unknown
482,Unknown
483,Unknown
484,Unknown
485,Unknown
486,Unknown
487,Unknown
488,Unknown
489,Unknown
490,Unknown
491,Unknown
492,Unknown
493,Unknown
494,Unknown
495,Unknown
496,Unknown
497,Unknown
498,Unknown
499,Unknown
500,Unknown
501,Unknown
502,Unknown
503,Unknown
504,Sitting quietly
505,Unknown
506,Unknown
507,Unknown
508,Unknown
509,Unknown
510,Unknown
511,Unknown
512,Unknown
513,Unknown
514,Unknown
515,Unknown
516,Unknown
517,Unknown
518,Unknown
519,Unknown
520,Unknown
521,Unknown
522,Unknown
523,Unknown
524,Unknown
525,Unknown
526,Unknown
527,Unknown
528,Unknown
529,Unknown
530,Unknown
531,Sitting quietly
532,Unknown
533,Unknown
534,Unknown
535,Unknown
536,Unknown
537,Unknown
538,Unknown
539,Unknown
540,Unknown
541,Unknown
542,Unknown
543,Unknown
544,Unknown
545,Unknown
546,Unknown
547,Unknown
548,Unknown
549,Unknown
550,Unknown
551,Unknown
552,Unknown
553,Unknown
554,Unknown
555,Unknown
556,Unknown
557,Unknown
558,Sitting quietly
559,Unknown
560,Unknown
561,Unknown
562,Unknown
563,Unknown
564,Unknown
565,Unknown
566,Unknown
567,Unknown
568,Unknown
569,Unknown
570,Unknown
571,Unknown
572,Unknown
573,Unknown
574,Unknown
575,Unknown
576,Unknown
577,Unknown
578,Unknown
579,Unknown
580,Unknown
581,Unknown
582,Unknown
583,Unknown
584,Unknown
585,Sitting quietly
586,Unknown
587,Unknown
588,Unknown
589,Unknown
590,Unknown
591,Unknown
592,Unknown
593,Unknown
594,Unknown
595,Unknown
596,Unknown
597,Unknown
598,Unknown
599,Unknown
600,Unknown
601,Unknown
602,Unknown
603,Unknown
604,Unknown
605,Unknown
606,Unknown
607,Unknown
608,Unknown
609,Unknown
610,Unknown
611,Unknown
612,Sitting quietly
613,Unknown
614,Unknown
615,Unknown
616,Unknown
617,Unknown
618,Unknown
619,Unknown
620,Unknown
621,Unknown
622,Unknown
623,Unknown
624,Unknown
625,Unknown
626,Unknown
627,Unknown
628,Unknown
629,Unknown
630,Unknown
631,Unknown
632,Unknown
633,Unknown
634,Unknown
635,Unknown
636,Unknown
637,Unknown
638,Unknown
639,Sitting quietly
640,Unknown
641,Unknown
642,Unknown
643,Unknown
644,Unknown
645,Unknown
646,Unknown
647,Unknown
648,Unknown
649,Unknown
650,Unknown
651,Unknown
652,Unknown
653,Unknown
654,Unknown
655,Unknown
656,Unknown
657,Unknown
658,Unknown
659,Unknown
660,Unknown
661,Unknown
662,Unknown
663,Unknown
664,Unknown
665,Unknown
666,Sitting quietly
667,Unknown
668,Unknown
669,Unknown
670,Unknown
671,Unknown
672,Unknown
673,Unknown
674,Unknown
675,Unknown
676,Unknown
677,Unknown
678,Unknown
679,Unknown
680,Unknown
681,Unknown
682,Unknown
683,Unknown
684,Unknown
685,Unknown
686,Unknown
687,Unknown
688,Unknown
689,Unknown
690,Unknown
691,Unknown
692,Unknown
693,Sitting quietly
694,Unknown
695,Unknown
696,Unknown
697,Unknown
698,Unknown
699,Unknown
700,Unknown
701,Unknown
702,Unknown
703,Unknown
704,Unknown
705,Unknown
706,Unknown
707,Unknown
708,Unknown
709,Unknown
710,Unknown
711,Unknown
712,Unknown
713,Unknown
714,Unknown
715,Unknown
716,Unknown
717,Unknown
718,Unknown
719,Unknown
720,Sitting quietly
721,Unknown
722,Unknown
723,Unknown
724,Unknown
725,Unknown
726,Unknown
727,Unknown
728,Unknown
729,Unknown
730,Unknown
731,Unknown
732,Unknown
733,Unknown
734,Unknown
735,Unknown
736,Unknown
737,Unknown
738,Unknown
739,Unknown
740,Unknown
741,Unknown
742,Unknown
743,Unknown
744,Unknown
745,Unknown
746,Unknown
747,Sitting quietly
748,Unknown
749,Unknown
750,Unknown
751,Unknown
752,Unknown
753,Unknown
754,Unknown
755,Unknown
756,Unknown
757,Unknown
758,Unknown
759,Unknown
760,Unknown
761,Unknown
762,Unknown
763,Unknown
764,Unknown
765,Unknown
766,Unknown
767,Unknown
768,Unknown
769,Unknown
770,Unknown
771,Unknown
772,Unknown
773,Unknown
774,Sitting quietly
775,Unknown
776,Unknown
777,Unknown
778,Unknown
779,Unknown
780,Unknown
781,Unknown
782,Unknown
783,Unknown
784,Unknown
785,Unknown
786,Unknown
787,Unknown
788,Unknown
789,Unknown
790,Unknown
791,Unknown
792,Unknown
793,Unknown
794,Unknown
795,Unknown
796,Unknown
797,Unknown
798,Unknown
799,Unknown
800,Unknown
801,Sitting quietly
802,Unknown
803,Unknown
804,Unknown
805,Unknown
806,Unknown
807,Unknown
808,Unknown
809,Unknown
810,Unknown
811,Unknown
812,Unknown
813,Unknown
814,Unknown
815,Unknown
816,Unknown
817,Unknown
818,Unknown
819,Unknown
820,Unknown
821,Unknown
822,Unknown
823,Unknown
824,Unknown
825,Unknown
826,Unknown
827,Unknown
828,Sitting quietly
829,Unknown
830,Unknown
831,Unknown
832,Unknown
833,Unknown
834,Unknown
835,Unknown
836,Unknown
837,Unknown
838,Unknown
839,Unknown
840,Unknown
841,Unknown
842,Unknown
843,Unknown
844,Unknown
845,Unknown
846,Unknown
847,Unknown
848,Unknown
849,Unknown
850,Unknown
851,Unknown
852,Unknown
853,Unknown
854,Unknown
855,Sitting quietly
856,Unknown
857,Unknown
858,Unknown
859,Unknown
860,Unknown
861,Unknown
862,Unknown
863,Unknown
864,Unknown
865,Unknown
866,Unknown
867,Unknown
868,Unknown
869,Unknown
870,Unknown
871,Unknown
872,Unknown
873,Unknown
874,Unknown
875,Unknown
876,Unknown
877,Unknown
878,Unknown
879,Unknown
880,Unknown
881,Unknown
882,Sitting quietly
883,Unknown
884,Unknown
885,Unknown
886,Unknown
887,Unknown
888,Unknown
889,Unknown
890,Unknown
891,Unknown
892,Unknown
893,Unknown
894,Unknown
895,Unknown
896,Unknown
897,Unknown
898,Unknown
899,Unknown
900,Unknown
901,Unknown
902,Unknown
903,Unknown
904,Unknown
905,Unknown
906,Unknown
907,Unknown
908,Unknown
909,Sitting quietly
910,Unknown
911,Unknown
912,Unknown
913,Unknown
914,Unknown
915,Unknown
916,Unknown
917,Unknown
918,Unknown
919,Unknown
920,Unknown
921,Unknown
922,Unknown
923,Unknown
924,Unknown
925,Unknown
926,Unknown
927,Unknown
928,Unknown
929,Unknown
930,Unknown
931,Unknown
932,Unknown
933,Unknown
934,Unknown
935,Unknown
936,Sitting quietly
937,Unknown
938,Unknown
939,Unknown
940,Unknown
941,Unknown
942,Unknown
943,Unknown
944,Unknown
945,Unknown
946,Unknown
947,Unknown
948,Unknown
949,Unknown
950,Unknown
951,Unknown
952,Unknown
953,Unknown
954,Unknown
955,Unknown
956,Unknown
957,Unknown
958,Unknown
959,Unknown
960,Unknown
961,Unknown
962,Unknown
963,Sitting quietly
964,Unknown
965,Unknown
966,Unknown
967,Unknown
968,Unknown
969,Unknown
970,Unknown
971,Unknown
972,Unknown
973,Unknown
974,Unknown
975,Unknown
976,Unknown
977,Unknown
978,Unknown
979,Unknown
980,Unknown
981,Unknown
982,Unknown
983,Unknown
984,Unknown
985,Unknown
986,Unknown
987,Unknown
988,Unknown
989,Unknown
990,Sitting quietly
991,Unknown
992,Unknown
993,Unknown
994,Unknown
995,Unknown
996,Unknown
997,Unknown
998,Unknown
999,Unknown
1000,Unknown
1001,Unknown
1002,Unknown
1003,Unknown
1004,Unknown
1005,Unknown
1006,Unknown
1007,Unknown
1008,Unknown
1009,Unknown
1010,Unknown
1011,Unknown
1012,Unknown
1013,Unknown
1014,Unknown
1015,Unknown
1016,Unknown
1017,Sitting quietly
1018,Unknown
1019,Unknown
1020,Unknown
1021,Unknown
1022,Unknown
1023,Unknown
1024,Unknown
1025,Unknown
1026,Unknown
1027,Unknown
1028,Unknown
1029,Unknown
1030,Unknown
1031,Unknown
1032,Unknown
1033,Unknown
1034,Unknown
1035,Unknown
1036,Unknown
1037,Unknown
1038,Unknown
1039,Unknown
1040,Unknown
1041,Unknown
1042,Unknown
1043,Unknown
1044,Sitting quietly
1045,Unknown
1046,Unknown
1047,Unknown
1048,Unknown
1049,Unknown
1050,Unknown
1051,Unknown
1052,Unknown
1053,Unknown
1054,Unknown
1055,Unknown
1056,Unknown
1057,Unknown
1058,Unknown
1059,Unknown
1060,Unknown
1061,Unknown
1062,Unknown
1063,Unknown
1064,Unknown
1065,Unknown
1066,Unknown
1067,Unknown
1068,Unknown
1069,Unknown
1070,Unknown
1071,Sitting quietly
1072,Unknown
1073,Unknown
1074,Unknown
1075,Unknown
1076,Unknown
1077,Unknown
1078,Unknown
1079,Unknown
1080,Unknown
1081,Unknown
1082,Unknown
1083,Unknown
1084,Unknown
1085,Unknown
1086,Unknown
1087,Unknown
1088,Unknown
1089,Unknown
1090,Unknown
1091,Unknown
1092,Unknown
1093,Unknown
1094,Unknown
1095,Unknown
1096,Unknown
1097,Unknown
1098,Sitting quietly
1099,Unknown
1100,Unknown
1101,Unknown
1102,Unknown
1103,Unknown
1104,Unknown
1105,Unknown
1106,Unknown
1107,Unknown
1108,Unknown
1109,Unknown
1110,Unknown
1111,Unknown
1112,Unknown
1113,Unknown
1114,Unknown
1115,Unknown
1116,Unknown
1117,Unknown
1118,Unknown
1119,Unknown
1120,Unknown
1121,Unknown
1122,Unknown
1123,Unknown
1124,Unknown
1125,Sitting quietly
1126,Unknown
1127,Unknown
1128,Unknown
1129,Unknown
1130,Unknown
1131,Unknown
1132,Unknown
1133,Unknown
1134,Unknown
1135,Unknown
1136,Unknown
1137,Unknown
1138,Unknown
1139,Unknown
1140,Unknown
1141,Unknown
1142,Unknown
1143,Unknown
1144,Unknown
1145,Unknown
1146,Unknown
1147,Unknown
1148,Unknown
1149,Unknown
1150,Unknown
1151,Unknown
1152,Sitting quietly
1153,Unknown
1154,Unknown
1155,Unknown
1156,Unknown
1157,Unknown
1158,Unknown
1159,Unknown
1160,Unknown
1161,Unknown
1162,Unknown
1163,Unknown
1164,Unknown
1165,Unknown
1166,Unknown
1167,Unknown
1168,Unknown
1169,Unknown
1170,Unknown
1171,Unknown
1172,Unknown
1173,Unknown
1174,Unknown
1175,Unknown
1176,Unknown
1177,Unknown
1178,Unknown
1179,Sitting quietly
1180,Unknown
1181,Unknown
1182,Unknown
1183,Unknown
1184,Unknown
1185,Unknown
1186,Unknown
1187,Unknown
1188,Unknown
1189,Unknown
1190,Unknown
1191,Unknown
1192,Unknown
1193,Unknown
1194,Unknown
1195,Unknown
1196,Unknown
1197,Unknown
1198,Unknown
1199,Unknown
1200,Unknown
1201,Unknown
1202,Unknown
1203,Unknown
1204,Unknown
1205,Unknown
1206,Biting
1207,Unknown
1208,Unknown
1209,Unknown
1210,Unknown
1211,Unknown
1212,Unknown
1213,Unknown
1214,Unknown
1215,Unknown
1216,Unknown
1217,Unknown
1218,Unknown
1219,Unknown
1220,Unknown
1221,Unknown
1222,Unknown
1223,Unknown
1224,Unknown
1225,Unknown
1226,Unknown
1227,Unknown
1228,Unknown
1229,Unknown
1230,Unknown
1231,Unknown
1232,Unknown
1233,Biting
1234,Unknown
1235,Unknown
1236,Unknown
1237,Unknown
1238,Unknown
1239,Unknown
1240,Unknown
1241,Unknown
1242,Unknown
1243,Unknown
1244,Unknown
1245,Unknown
1246,Unknown
1247,Unknown
1248,Unknown
1249,Unknown
1250,Unknown
1251,Unknown
1252,Unknown
1253,Unknown
1254,Unknown
1255,Unknown
1256,Unknown
1257,Unknown
1258,Unknown
1259,Unknown
1260,Biting
1261,Unknown
1262,Unknown
1263,Unknown
1264,Unknown
1265,Unknown
1266,Unknown
1267,Unknown
1268,Unknown
1269,Unknown
1270,Unknown
1271,Unknown
1272,Unknown
1273,Unknown
1274,Unknown
1275,Unknown
1276,Unknown
1277,Unknown
1278,Unknown
1279,Unknown
1280,Unknown
1281,Unknown
1282,Unknown
1283,Unknown
1284,Unknown
1285,Unknown
1286,Unknown
1287,Sitting quietly
1288,Unknown
1289,Unknown
1290,Unknown
1291,Unknown
1292,Unknown
1293,Unknown
1294,Unknown
1295,Unknown
1296,Unknown
1297,Unknown
1298,Unknown
1299,Unknown
1300,Unknown
1301,Unknown
1302,Unknown
1303,Unknown
1304,Unknown
1305,Unknown
1306,Unknown
1307,Unknown
1308,Unknown
1309,Unknown
1310,Unknown
1311,Unknown
1312,Unknown
1313,Unknown
1314,Sitting quietly
1315,Unknown
1316,Unknown
1317,Unknown
1318,Unknown
1319,Unknown
1320,Unknown
1321,Unknown
1322,Unknown
1323,Unknown
1324,Unknown
1325,Unknown
1326,Unknown
1327,Unknown
1328,Unknown
1329,Unknown
1330,Unknown
1331,Unknown
1332,Unknown
1333,Unknown
1334,Unknown
1335,Unknown
1336,Unknown
1337,Unknown
1338,Unknown
1339,Unknown
1340,Unknown
1341,Sitting quietly
1342,Unknown
1343,Unknown
1344,Unknown
1345,Unknown
1346,Unknown
1347,Unknown
1348,Unknown
1349,Unknown
1350,Unknown
1351,Unknown
1352,Unknown
1353,Unknown
1354,Unknown
1355,Unknown
1356,Unknown
1357,Unknown
1358,Unknown
1359,Unknown
1360,Unknown
1361,Unknown
1362,Unknown
1363,Unknown
1364,Unknown
1365,Unknown
1366,Unknown
1367,Unknown
1368,Sitting quietly
1369,Unknown
1370,Unknown
1371,Unknown
1372,Unknown
1373,Unknown
1374,Unknown
1375,Unknown
1376,Unknown
1377,Unknown
1378,Unknown
1379,Unknown
1380,Unknown
1381,Unknown
1382,Unknown
1383,Unknown
1384,Unknown
1385,Unknown
1386,Unknown
1387,Unknown
1388,Unknown
1389,Unknown
1390,Unknown
1391,Unknown
1392,Unknown
1393,Unknown
1394,Unknown
1395,Sitting quietly
1396,Unknown
1397,Unknown
1398,Unknown
1399,Unknown
1400,Unknown
1401,Unknown
1402,Unknown
1403,Unknown
1404,Unknown
1405,Unknown
1406,Unknown
1407,Unknown
1408,Unknown
1409,Unknown
1410,Unknown
1411,Unknown
1412,Unknown
1413,Unknown
1414,Unknown
1415,Unknown
1416,Unknown
1417,Unknown
1418,Unknown
1419,Unknown
1420,Unknown
1421,Unknown
1422,Sitting quietly
1423,Unknown
1424,Unknown
1425,Unknown
1426,Unknown
1427,Unknown
1428,Unknown
1429,Unknown
1430,Unknown
1431,Unknown
1432,Unknown
1433,Unknown
1434,Unknown
1435,Unknown
1436,Unknown
1437,Unknown
1438,Unknown
1439,Unknown
1440,Unknown
1441,Unknown
1442,Unknown
1443,Unknown
1444,Unknown
1445,Unknown
1446,Unknown
1447,Unknown
1448,Unknown
1449,Sitting quietly
1450,Unknown
1451,Unknown
1452,Unknown
1453,Unknown
1454,Unknown
1455,Unknown
1456,Unknown
1457,Unknown
1458,Unknown
1459,Unknown
1460,Unknown
1461,Unknown
1462,Unknown
1463,Unknown
1464,Unknown
1465,Unknown
1466,Unknown
1467,Unknown
1468,Unknown
1469,Unknown
1470,Unknown
1471,Unknown
1472,Unknown
1473,Unknown
1474,Unknown
1475,Unknown
1476,Sitting quietly
1477,Unknown
1478,Unknown
1479,Unknown
1480,Unknown
1481,Unknown
1482,Unknown
1483,Unknown
1484,Unknown
1485,Unknown
1486,Unknown
1487,Unknown
1488,Unknown
1489,Unknown
1490,Unknown
1491,Unknown
1492,Unknown
1493,Unknown
1494,Unknown
1495,Unknown
1496,Unknown
1497,Unknown
1498,Unknown
1499,Unknown
1500,Unknown
1501,Unknown
1502,Unknown
1503,Sitting quietly
1504,Unknown
1505,Unknown
1506,Unknown
1507,Unknown
1508,Unknown
1509,Unknown
1510,Unknown
1511,Unknown
1512,Unknown
1513,Unknown
1514,Unknown
1515,Unknown
1516,Unknown
1517,Unknown
1518,Unknown
1519,Unknown
1520,Unknown
1521,Unknown
1522,Unknown
1523,Unknown
1524,Unknown
1525,Unknown
1526,Unknown
1527,Unknown
1528,Unknown
1529,Unknown
1530,Sitting quietly
1531,Unknown
1532,Unknown
1533,Unknown
1534,Unknown
1535,Unknown
1536,Unknown
1537,Unknown
1538,Unknown
1539,Unknown
1540,Unknown
1541,Unknown
1542,Unknown
1543,Unknown
1544,Unknown
1545,Unknown
1546,Unknown
1547,Unknown
1548,Unknown
1549,Unknown
1550,Unknown
1551,Unknown
1552,Unknown
1553,Unknown
1554,Unknown
1555,Unknown
1556,Unknown
1557,Sitting quietly
1558,Unknown
1559,Unknown
1560,Unknown
1561,Unknown
1562,Unknown
1563,Unknown
1564,Unknown
1565,Unknown
1566,Unknown
1567,Unknown
1568,Unknown
1569,Unknown
1570,Unknown
1571,Unknown
1572,Unknown
1573,Unknown
1574,Unknown
1575,Unknown
1576,Unknown
1577,Unknown
1578,Unknown
1579,Unknown
1580,Unknown
1581,Unknown
1582,Unknown
1583,Unknown
1584,Sitting quietly
1585,Unknown
1586,Unknown
1587,Unknown
1588,Unknown
1589,Unknown
1590,Unknown
1591,Unknown
1592,Unknown
1593,Unknown
1594,Unknown
1595,Unknown
1596,Unknown
1597,Unknown
1598,Unknown
1599,Unknown
1600,Unknown
1601,Unknown
1602,Unknown
1603,Unknown
1604,Unknown
1605,Unknown
1606,Unknown
1607,Unknown
1608,Unknown
1609,Unknown
1610,Unknown
1611,Sitting quietly
1612,Unknown
1613,Unknown
1614,Unknown
1615,Unknown
1616,Unknown
1617,Unknown
1618,Unknown
1619,Unknown
1620,Unknown
1621,Unknown
1622,Unknown
1623,Unknown
1624,Unknown
1625,Unknown
1626,Unknown
1627,Unknown
1628,Unknown
1629,Unknown
1630,Unknown
1631,Unknown
1632,Unknown
1633,Unknown
1634,Unknown
1635,Unknown
1636,Unknown
1637,Unknown
1638,Sitting quietly
1639,Unknown
1640,Unknown
1641,Unknown
1642,Unknown
1643,Unknown
1644,Unknown
1645,Unknown
1646,Unknown
1647,Unknown
1648,Unknown
1649,Unknown
1650,Unknown
1651,Unknown
1652,Unknown
1653,Unknown
1654,Unknown
1655,Unknown
1656,Unknown
1657,Unknown
1658,Unknown
1659,Unknown
1660,Unknown
1661,Unknown
1662,Unknown
1663,Unknown
1664,Unknown
1665,Using phone
1666,Unknown
1667,Unknown
1668,Unknown
1669,Unknown
1670,Unknown
1671,Unknown
1672,Unknown
1673,Unknown
1674,Unknown
1675,Unknown
1676,Unknown
1677,Unknown
1678,Unknown
1679,Unknown
1680,Unknown
1681,Unknown
1682,Unknown
1683,Unknown
1684,Unknown
1685,Unknown
1686,Unknown
1687,Unknown
1688,Unknown
1689,Unknown
1690,Unknown
1691,Unknown
1692,Sitting quietly
1693,Unknown
1694,Unknown
1695,Unknown
1696,Unknown
1697,Unknown
1698,Unknown
1699,Unknown
1700,Unknown
1701,Unknown
1702,Unknown
1703,Unknown
1704,Unknown
1705,Unknown
1706,Unknown
1707,Unknown
1708,Unknown
1709,Unknown
1710,Unknown
1711,Unknown
1712,Unknown
1713,Unknown
1714,Unknown
1715,Unknown
1716,Unknown
1717,Unknown
1718,Unknown
1719,Sitting quietly
1720,Unknown
1721,Unknown
1722,Unknown
1723,Unknown
1724,Unknown
1725,Unknown
1726,Unknown
1727,Unknown
1728,Unknown
1729,Unknown
1730,Unknown
1731,Unknown
1732,Unknown
1733,Unknown
1734,Unknown
1735,Unknown
1736,Unknown
1737,Unknown
1738,Unknown
1739,Unknown
1740,Unknown
1741,Unknown
1742,Unknown
1743,Unknown
1744,Unknown
1745,Unknown
1746,Sitting quietly
1747,Unknown
1748,Unknown
1749,Unknown
1750,Unknown
1751,Unknown
1752,Unknown
1753,Unknown
1754,Unknown
1755,Unknown
1756,Unknown
1757,Unknown
1758,Unknown
1759,Unknown
1760,Unknown
1761,Unknown
1762,Unknown
1763,Unknown
1764,Unknown
1765,Unknown
1766,Unknown
1767,Unknown
1768,Unknown
1769,Unknown
1770,Unknown
1771,Unknown
1772,Unknown
1773,Sitting quietly
1774,Unknown
1775,Unknown
1776,Unknown
1777,Unknown
1778,Unknown
1779,Unknown
1780,Unknown
1781,Unknown
1782,Unknown
1783,Unknown
1784,Unknown
1785,Unknown
1786,Unknown
1787,Unknown
1788,Unknown
1789,Unknown
1790,Unknown
1791,Unknown
1792,Unknown
1793,Unknown
1794,Unknown
1795,Unknown
1796,Unknown
1797,Unknown
1798,Unknown
1799,Unknown
1800,Sitting quietly
1801,Unknown
1802,Unknown
1803,Unknown
1804,Unknown
1805,Unknown
1806,Unknown
1807,Unknown
1808,Unknown
1809,Unknown
1810,Unknown
1811,Unknown
1812,Unknown
1813,Unknown
1814,Unknown
1815,Unknown
1816,Unknown
1817,Unknown
1818,Unknown
1819,Unknown
1820,Unknown
1821,Unknown
1822,Unknown
1823,Unknown
1824,Unknown
1825,Unknown
1826,Unknown
1827,Sitting quietly
1828,Unknown
1829,Unknown
1830,Unknown
1831,Unknown
1832,Unknown
1833,Unknown
1834,Unknown
1835,Unknown
1836,Unknown
1837,Unknown
1838,Unknown
1839,Unknown
1840,Unknown
1841,Unknown
1842,Unknown
1843,Unknown
1844,Unknown
1845,Unknown
1846,Unknown
1847,Unknown
1848,Unknown
